Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
WEL216,Advanced Shielded Metal Arc Welding,42,10/13/2025 to 12/11/2025,4.00,MW 5:00PM - 5:50PM...,"Schelb,Michael",,On Campus,Fall Only,withdraw date 12/2/2025,12 of 15,Click for Details
AVI200,Vintage Aircraft Structures,02,10/13/2025 to 10/28/2025,2.00,MTWRF 8:00AM - 9:15AM...,"Robison,Michael",,On Campus,Fall Only,10/25/2025,2 of 18,Click for Details
MET220,Mechanical Power Transmission Systems,21,8/19/2025 to 12/4/2025,4.00,TR 12:00PM - 1:15PM...,"Dincher,James",,On Campus,Fall Only,11/14/2025,0 of 8,Click for Details
CIM104,CNC Machining & Programming I,01,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 10:15AM,"Account,Test",,On Campus,NA,11/14/2025,3 of 14,Click for Details
WEL133,Flux Cored Arc Welding,01,8/18/2025 to 10/10/2025,4.00,MW 8:00AM - 8:50AM...,"Kopera,Steven",,On Campus,Fall Only,withdraw date 9/30/25,0 of 15,Click for Details
CSC124,"Information, Technology & Society",23,8/18/2025 to 12/3/2025,3.00,MW 3:30PM - 4:45PM,"Rankinen,Jeffrey",,On Campus,NA,11/14/2025,0 of 24,Click for Details
BCT130,Interior Finish,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 8:25AM...,"Francis,Matthew",,On Campus,NA,11/14/2025,3 of 18,Click for Details
AVI115,Aviation Fundamentals II,02,10/13/2025 to 11/10/2025,2.00,MTWRF 11:45AM - 12:35PM...,"Thompson,Nicholas",,On Campus,Fall Only,11/3/2025,3 of 22,Click for Details
PHA642,Emergency Medicine Clinical Experience,03,11/3/2025 to 12/12/2025,4.00,No scheduled meetings,"Dorman,Heather",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
ELT227,Industrial Motor Control,02,8/19/2025 to 12/4/2025,4.00,TR 8:00AM - 9:15AM...,"Fagnano,Vincent",,On Campus,NA,11/14/2025,1 of 15,Click for Details
WEL119,Shielded Metal Arc Welding,02,8/18/2025 to 10/10/2025,4.00,TR 8:00AM - 8:50AM...,"Cotner,David",,On Campus,Fall Only,withdraw date 9/30/25,0 of 15,Click for Details
HIS262,History of Technology & Society,01,8/18/2025 to 12/3/2025,3.00,MW 9:30AM - 10:45AM,"Chappo,John",,On Campus,NA,W/D 11/14/2025,8 of 25,Click for Details
NUR271L##,Nursing Care of Children Lab,02,10/2/2025 to 11/13/2025,0.00,R 6:30AM - 1:15PM,"Account,Test",,Off Campus,NA,"10/31/2025
Requires Associated Class NUR271		
Lab restricted to lecture section 01		
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",2 of 8,Click for Details
WEL209,Advanced Semi-Automatic Processes,21,10/13/2025 to 12/11/2025,4.00,TR 12:00PM - 12:50PM...,"Rhinehart,Ty",,On Campus,Fall Only,withdraw date 12/2/2025,0 of 15,Click for Details
AVI120,Aviation Science I,02,8/18/2025 to 9/12/2025,2.00,MTWRF 8:00AM - 8:50AM...,"Keyser,Korey",,On Campus,Fall Only,9/08/2025,1 of 22,Click for Details
NUR272,Psychosocial Nursing,01,8/22/2025 to 12/5/2025,3.00,F 9:00AM - 10:45AM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to Major NR
Requires Associated Class NUR272L 		
Lab restricted to lecture section 21 		
Webcam required for exam proctoring
May require identity verification fees",7 of 26,Click for Details
EET115,Digital Circuits Applications,21,8/20/2025 to 12/5/2025,1.00,W 1:00PM - 2:15PM...,"West,William",,On Campus,NA,11/14/2025,1 of 15,Click for Details
ACH119,Building Materials I,03,8/18/2025 to 12/5/2025,3.00,MW 10:00AM - 11:15AM...,"Saka,Tuna",,On Campus,Fall Only,11/14/2025,-1 of 15,Click for Details
MTH123,Technical Algebra & Trigonometry I,04,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 9:45AM,"Mitchell,Robert",,On Campus,NA,W/D 11/14/2025,0 of 22,Click for Details
AVI105,Aviation Practices II,02,9/15/2025 to 10/10/2025,2.00,MTWRF 11:45AM - 12:35PM...,"Miller,Ethan",,On Campus,Fall Only,10/6/2025,4 of 22,Click for Details
FYE101,First Year Experience,41 NHS,8/18/2025 to 12/3/2025,1.00,MW 5:00PM - 5:50PM,"Williamson,Sasha",,On Campus,NA,11/14/2025,0 of 24,Click for Details
CHM111,General Chemistry I,01,8/18/2025 to 12/4/2025,4.00,M 11:00AM - 1:45PM...,"Tamblin,John",,On Campus,NA,W/D 11/14/2025,0 of 14,Click for Details
ACC113,Introduction to Financial Accounting,91,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Fletcher,Roy",,Distance Learning,NA,W/D 11/14/2025,5 of 20,Click for Details
ACH135,Architectural Computer-Aided Drafting,42,8/18/2025 to 12/3/2025,3.00,MW 5:00PM - 7:15PM,"Daneker,David",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
ART320,Environmental Graphic Design,02,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 10:15AM,"Flynn,Brian",,On Campus,Fall Only,W/D 11/14/2025,3 of 14,Click for Details
CSC124,"Information, Technology & Society",42,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 6:15PM,"Lehman,Nathan",,On Campus,NA,11/14/2025,0 of 24,Click for Details
MTH108,Elementary Algebra II,22,8/18/2025 to 12/4/2025,3.00,M 2:00PM - 2:50PM...,"Buck,Jennifer",,On Campus,NA,W/D 11/14/2025,3 of 22,Click for Details
HTH304,Introduction to Pharmacology,21,8/19/2025 to 12/4/2025,3.00,T 12:00PM - 1:45PM...,"Folmar,Sadie",,On Campus,Spring Only,11/14/2025,24 of 30,Click for Details
CSC124,"Information, Technology & Society",06,8/18/2025 to 12/5/2025,3.00,MWF 9:00AM - 9:50AM,"Murray,Karen",,On Campus,NA,11/14/2025,0 of 24,Click for Details
MTH123,Technical Algebra & Trigonometry I,26,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 2:15PM,"Yoder,Kimberly",,On Campus,NA,W/D 11/14/2024,3 of 22,Click for Details
HRT101,Introduction to Ornamental Horticulture,01,8/22/2025 to 12/5/2025,1.00,F 12:00PM - 12:50PM,"Bower,Carl",,On Campus,Fall Only,WD 11/14/2025,14 of 28,Click for Details
ACR152,Fundamentals of HVAC Electrical Controls,41,8/18/2025 to 12/3/2025,4.00,MW 4:30PM - 5:20PM...,"Seroskie,Scott",,On Campus,NA,11/14/2025,-1 of 13,Click for Details
CIT260,Programming II,01,8/18/2025 to 12/3/2025,3.00,MW 9:30AM - 10:45AM,"Account,Test",,On Campus,NA,11/14/2025,12 of 18,Click for Details
DSM284,Introduction to CAT Vehicles,01,8/21/2025 to 12/4/2025,1.00,R 11:00AM - 11:50AM,"Weaver,Christopher",,On Campus,NA,WD 11/14/2025,0 of 28,Click for Details
HTH308,Introduction to Community Health,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Covone,Michael",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",10 of 22,Click for Details
CIT419,Gaming & Simulation Capstone,21,8/18/2025 to 12/3/2025,3.00,MW 2:00PM - 3:15PM,"McNett,Alicia",,On Campus,Fall Only,11/14/2025,4 of 15,Click for Details
PHA643,Behavioral & Mental Health Care Clinical Experience,01,8/18/2025 to 9/19/2025,4.00,No scheduled meetings,"Mix,Cheressa",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
BSD442,Architectural Theory,02,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 12:15PM,"Jabbour,Naim",,On Campus,Fall Only,11/14/2025,0 of 13,Click for Details
BCM345,Construction Contracts & Administration,02,8/19/2025 to 12/4/2025,2.00,TR 1:30PM - 3:15PM,"Account,Test",,On Campus,NA,11/14/2025,3 of 20,Click for Details
SCI155,Introduction to Astronomy,21,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM,"Richards,David",,On Campus,Fall Only,W/D 11/14/2025,4 of 20,Click for Details
FYE101,First Year Experience,10 ET,8/22/2025 to 12/5/2025,1.00,F 8:00AM - 9:45AM,"Kern,Kyle",,On Campus,NA,11/14/2025,0 of 24,Click for Details
DSM242L##,Diesel Equipment Air Conditioning Systems Lab,03 HE/CH,8/18/2025 to 12/5/2025,0.00,R 3:00PM - 5:45PM,"Conklin,Brad",,On Campus,NA,WD 11/14,0 of 15,Click for Details
ENL111,English Composition I,08,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 12:15PM,"Davner,Aliza",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
PTA226,Physical Agents,01,8/19/2025 to 10/9/2025,3.00,TR 8:00AM - 9:45AM,"Breon,Autumn",,On Campus,Fall Only,9/30/2025,3 of 11,Click for Details
NUR330L##,Obstetrical Nursing Lab,21,8/18/2025 to 11/17/2025,0.00,M 2:30PM - 10:15PM,"Account,Test",,Off Campus,NA,"10/27/2025
Requires Associated Class NUR330-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",1 of 7,Click for Details
ACH101,Introduction to Architecture,23,8/20/2025 to 12/3/2025,1.00,W 12:30PM - 2:15PM,"Demmien,Kara",,On Campus,Fall Only,11/14/2025,-1 of 15,Click for Details
RAD219,Principles of Radiographic Exposure II,21,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Cao,Qiang",,On Campus,Fall Only,11/14/2025,2 of 29,Click for Details
PSY266,Gerontology & Aging,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Slamka,Susan Koons",,Distance Learning,NA,W/D 11/14/2025,16 of 25,Click for Details
HIS136,United States Survey to 1877,98,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 11:50AM,"Chappo,John",,Hybrid,NA,"W/D 11/14/2025
67% in-person, 33% distance",5 of 25,Click for Details
PLH113,Mechanical Systems Design & Operation,03,8/19/2025 to 12/4/2025,4.00,TR 8:00AM - 8:50AM...,"Bridgens,Marc",,On Campus,NA,11/14/2025,0 of 13,Click for Details
ACR221,Refrigeration Applications - Commercial Installation/Service,02,8/18/2025 to 12/3/2025,4.00,MW 9:00AM - 9:50AM...,"Manbeck,Stephen",,On Campus,NA,11/14/2025,-4 of 16,Click for Details
NUR428,Community Health Nursing,98,8/21/2025 to 12/4/2025,4.00,R 10:00AM - 11:45AM,"Stone,Teresa",,Hybrid,NA,"11/14/2025
Restricted to BGN Major 
Requires Associated Class NUR 428L
25% of instruction via distance
Webcam required for exam proctoring
May require identity verification fees",0 of 25,Click for Details
CIT240,Introduction to UNIX/Linux,21,8/18/2025 to 12/3/2025,3.00,MW 2:00PM - 3:15PM,"Warner,Phillip",,On Campus,NA,11/14/2025,0 of 22,Click for Details
EET116,Electronic Circuits & Devices I,01,8/18/2025 to 12/5/2025,5.00,MWF 9:00AM - 9:50AM...,"Tombasco,Mario",,On Campus,NA,11/14/2025,0 of 14,Click for Details
FIN370,Money & Banking,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Fletcher,Roy",,Distance Learning,Fall Only,W/D 11/14/2025,-1 of 20,Click for Details
CSC124,"Information, Technology & Society",46,8/18/2025 to 12/3/2025,3.00,MW 5:00PM - 6:15PM,"Account,Test",,On Campus,NA,11/14/2025,0 of 24,Click for Details
FIN350,Finance,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Fletcher,Roy",,Distance Learning,NA,W/D 11/14/2025,1 of 20,Click for Details
BEM210,Disaster Preparation & Planning,01,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Bjorkman,David",,On Campus,Fall Only,W/D 11/14/2025,7 of 15,Click for Details
FYE101,First Year Experience,29 ET,8/18/2025 to 12/3/2025,1.00,MW 1:00PM - 1:50PM,"Zhou,Juan",,On Campus,NA,11/14/2025,7 of 24,Click for Details
NUR410,Community Health Nursing for  the Practicing RN,90,10/13/2025 to 12/12/2025,4.00,No scheduled meetings,"Account,Test",,Distance Learning,NA,"12/2/25
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance",0 of 25,Click for Details
PAS642,Emergency Medicine Clinical Experience,02,9/22/2025 to 10/31/2025,4.00,No scheduled meetings,"Dorman,Heather",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",2 of 5,Click for Details
ART140,Ceramics,03,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 10:15AM,"Kaplan,Gerald",,On Campus,NA,W/D 11/14/2025,0 of 16,Click for Details
MTH108,Elementary Algebra II,21,8/18/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM...,"Kulpon,Mary",,On Campus,NA,W/D 11/14/2025,4 of 22,Click for Details
MTT128,Mill Applications,01,8/18/2025 to 12/5/2025,4.00,M 8:00AM - 8:50AM...,"Troup,Howard",,On Campus,NA,11/14/2025,0 of 14,Click for Details
AVI170,Aircraft Engine Troubleshooting & Inspection,02,9/15/2025 to 10/10/2025,4.00,MTWRF 8:00AM - 9:15AM...,"Robison,Michael",,On Campus,Fall Only,10/06/2025,1 of 18,Click for Details
PSC261,International Relations,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Miller BAS,Craig",,Distance Learning,NA,W/D 11/14/2025,2 of 5,Click for Details
CIT246,System Analysis I,21,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Cheskiewicz,Stephen",,On Campus,NA,11/14/2025,0 of 18,Click for Details
ACR229,HVACR System Operations,01,8/18/2025 to 12/3/2025,5.00,MW 1:30PM - 3:15PM...,"Hampton,Daniel",,On Campus,Fall Only,11/14/2025,0 of 18,Click for Details
BCT260,Introduction to Electrical & Mechanical Systems,01,8/19/2025 to 12/4/2025,3.00,TR 12:00PM - 1:15PM,"Account,Test",,On Campus,NA,11/14/2025,6 of 18,Click for Details
PPT452,Building Molds & Dies,01,8/18/2025 to 12/1/2025,1.00,M 11:00AM - 1:45PM,"Nace,Matthew",,On Campus,Fall Only,withdrawal date 11/14/25,7 of 14,Click for Details
WEL400,Fabrication of Alloys,22,8/19/2025 to 12/4/2025,3.00,TR 1:00PM - 3:15PM,"Tanner,James",,On Campus,Fall Only,withdraw date 11/14/25,-1 of 15,Click for Details
NUR315,Nursing in an Aging Society,90,8/18/2025 to 10/10/2025,3.00,No scheduled meetings,"Furman,Melissa",,Distance Learning,NA,"9/30/2025
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance",7 of 28,Click for Details
HIS116,World History I,41,8/18/2025 to 12/3/2025,3.00,MW 5:00PM - 6:15PM,"Campbell,Andrea",,On Campus,Fall Only,W/D 11/14/2025,0 of 25,Click for Details
BCM378,Advanced Electrical Systems for Construction Managers,01,8/18/2025 to 12/3/2025,3.00,MW 2:30PM - 4:45PM,"Account,Test",,On Campus,NA,11/14/2025,0 of 20,Click for Details
BCT140,Roof Structures,01,8/18/2025 to 12/3/2025,3.00,MW 3:00PM - 3:25PM...,"Kahn,Bernard",,On Campus,NA,11/14/2025,5 of 18,Click for Details
SPC102,Fundamentals of Small Group Communication,91,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Stetter,Robin",,Distance Learning,NA,W/D 11/14/2025,0 of 20,Click for Details
ACH111,Architectural Graphics,22,8/19/2025 to 12/4/2025,3.00,TR 12:00PM - 3:15PM,"Saka,Tuna",,On Campus,Fall Only,11/14/2025,1 of 15,Click for Details
SOC111,Introduction to Sociology,21,8/18/2025 to 12/3/2025,3.00,MW 2:00PM - 3:15PM,"Cooley,Rob",,On Campus,NA,W/D 11/14/2025,9 of 25,Click for Details
ACR116,Introduction to Refrigeration,03,8/18/2025 to 12/5/2025,4.00,MW 1:00PM - 1:50PM...,"McCracken,Cody",,On Campus,NA,11/14/2025,0 of 13,Click for Details
PPT451,Designing Molds & Dies,21,8/19/2025 to 12/2/2025,1.00,T 12:30PM - 3:15PM,"Barilla,Adam",,On Campus,Fall Only,withdrawal date 11/14/25,7 of 14,Click for Details
FOR254L##,Basic Tree Felling & Timber Operations Lab,02,8/20/2025 to 12/3/2025,0.00,W 8:00AM - 1:45PM,"Easton,Eric",,On Campus,NA,WD 11/14/2025,0 of 11,Click for Details
BCT117,Construction Materials & Application I,04,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 12:15PM,"Kahn,Bernard",,On Campus,NA,11/14/2025,13 of 18,Click for Details
NUR330,Obstetrical Nursing,01,8/21/2025 to 12/4/2025,4.00,R 9:00AM - 10:45AM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to BGN Major 
Requires Associated Class NUR 330L
Webcam required for exam proctoring
May require identity verification fees",2 of 30,Click for Details
EET209,Systems Troubleshooting Applications,22,8/18/2025 to 12/3/2025,1.00,MW 3:00PM - 4:15PM,"Sarge,Clark",,On Campus,Fall Only,11/14/2025,3 of 12,Click for Details
MGT355,Quantitative Methods for Business,21,8/18/2025 to 12/3/2025,3.00,MW 2:00PM - 3:15PM,"Nededog,Jose",,On Campus,NA,W/D 11/14/2025,4 of 15,Click for Details
AVI205,Sheet Metal Aircraft Structures,01,10/13/2025 to 11/10/2025,4.00,MTWRF 8:00AM - 9:15AM...,"Miller,Ethan",,On Campus,Fall Only,11/03/2025,6 of 18,Click for Details
AVI100,Aviation Practices I,01,8/18/2025 to 9/12/2025,2.00,MTWRF 8:00AM - 8:50AM...,"Miller,Ethan",,On Campus,Fall Only,9/08/2025,2 of 22,Click for Details
CIT230,Fundamentals of Information Security,41,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 6:15PM,"Yoas,Daniel",,On Campus,NA,11/14/2025,16 of 18,Click for Details
FHD137,Introductory Baking,01,8/18/2025 to 10/8/2025,3.00,MW 7:00AM - 7:50AM...,"Account,Test",,On Campus,NA,W/D 9/30/2025,1 of 1,Click for Details
ENL201,Technical & Professional Communication,23,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Nagy,Eric",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
BIO115,Human Anatomy & Physiology I,23,8/19/2025 to 12/5/2025,4.00,F 8:00AM - 10:45AM...,"Kule,Chris",,On Campus,NA,W/D 11/14/2025,5 of 24,Click for Details
ABC207,Structural Repair Procedures,21,8/18/2025 to 12/3/2025,2.00,MW 12:00PM - 12:50PM,"Bruckhart,Loren",,On Campus,Fall Only,11/14/2025,7 of 18,Click for Details
CET203,Engineering Mechanics I,01,8/18/2025 to 12/3/2025,4.00,MW 8:00AM - 9:45AM,"McDonald,Ryan",,On Campus,Fall Only,withdrawal date 11/14/25,6 of 20,Click for Details
PAS644,Surgery Clinical Experience,01,8/18/2025 to 9/19/2025,4.00,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
BBT209,Building Automation Industry,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 9:15AM,"Zimmerman,Craig",,On Campus,Fall Only,11/14/2025,1 of 15,Click for Details
FYE101,First Year Experience,34 ET,8/19/2025 to 12/4/2025,1.00,TR 2:30PM - 3:20PM,"Jabbour,Naim",,On Campus,NA,11/14/2025,0 of 24,Click for Details
RAD225,Radiography Practicum III,03,8/19/2025 to 12/4/2025,1.00,TR 8:00AM - 3:45PM,"Dostick,Lisa",,Off Campus,Fall Only,"11/14/2025
Clinic times vary by site, to include days and occasional nights & weekends.
Transportation needed.",1 of 10,Click for Details
AMT113,Steering & Suspension,02,10/13/2025 to 11/7/2025,3.00,MTWR 8:00AM - 9:45AM...,"Faryniak,John",,On Campus,NA,11/03/2025,0 of 16,Click for Details
CIT355,Server Administration,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 9:15AM,"Becker,David",,On Campus,Fall Only,11/14/2025,3 of 22,Click for Details
MTH181,College Algebra & Trigonometry I,02,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 9:45AM,"Rhodes,Lauren",,On Campus,NA,W/D 11/14/2025,3 of 25,Click for Details
MSC106,Introduction to Metallurgy,02,8/19/2025 to 12/4/2025,4.00,TR 8:00AM - 9:15AM...,"Albright,Paul",,On Campus,NA,11/14/2025,0 of 20,Click for Details
ART361,Advanced Graphic Design for the Internet,21,8/18/2025 to 12/3/2025,3.00,MW 2:00PM - 4:15PM,"Stephenson,Nicholas",,On Campus,Fall Only,W/D 11/14/2025,4 of 14,Click for Details
DSM141,Heavy Duty Brake Systems,01,8/19/2025 to 12/4/2025,2.00,TR 2:00PM - 2:50PM,"Conklin,Brad",,On Campus,NA,WD 11/14/2025,19 of 22,Click for Details
ECO112,Principles of Microeconomics,41,8/19/2025 to 12/2/2025,3.00,T 5:00PM - 7:45PM,"Baumgardner,Gerald",,On Campus,NA,W/D 11/14/2025,15 of 25,Click for Details
BBT414,Building Automation Programming,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 8:50AM...,"Fisher,Andrew",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
CAD247,CAD Management & Customization,01,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Miller,Craig",,On Campus,Spring Only,11/14/2025,0 of 1,Click for Details
PHS115,College Physics I,41,8/18/2025 to 12/3/2025,4.00,MW 5:00PM - 6:15PM...,"Richards,David",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
AMT111,Manual Transmission & Transaxle Principles,03,10/13/2025 to 11/7/2025,3.00,F 8:00AM - 8:50AM...,"Trapani,Christopher",,On Campus,NA,11/03/2025,1 of 17,Click for Details
BCT300,Residential Management I,02,8/18/2025 to 12/3/2025,3.00,MW 11:30AM - 12:45PM,"Jennings,Darin",,On Campus,NA,11/14/2025,6 of 18,Click for Details
BIO115,Human Anatomy & Physiology I,24,8/18/2025 to 12/5/2025,4.00,MWF 12:30PM - 1:45PM...,"Avery,Karen",,On Campus,NA,W/D 11/14/2025,13 of 24,Click for Details
FOR101,Chainsaw Safety,02,8/21/2025 to 12/4/2025,1.00,R 1:00PM - 3:45PM,"Avery,Nathan",,On Campus,Fall Only,WD 11/14/2025,9 of 17,Click for Details
PSC261,International Relations,01,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Miller BAS,Craig",,On Campus,NA,W/D 11/14/2025,15 of 20,Click for Details
NUR330L##,Obstetrical Nursing Lab,22,8/20/2025 to 11/12/2025,0.00,W 2:30PM - 10:15PM,"Account,Test",,Off Campus,NA,"10/22/2025
Requires Associated Class NUR330-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 8,Click for Details
RAD105,Radiography Practicum I,03,8/18/2025 to 12/5/2025,1.00,MF 8:00AM - 3:45PM,"Dostick,Lisa",,Off Campus,Fall Only,"11/14/2025
Clinic times vary by site, to include days and occasional nights & weekends.
Transportation needed.",8 of 10,Click for Details
ACH261,Architectural Design Studio II,23,8/18/2025 to 12/3/2025,3.00,MW 3:00PM - 5:15PM,"Account,Test",,On Campus,Fall Only,11/14/2025,2 of 12,Click for Details
EET207,Linear Circuits Applications,22,8/18/2025 to 12/5/2025,1.00,MWF 3:00PM - 3:50PM,"Almasy,Edward",,On Campus,Fall Only,11/14/2025,3 of 20,Click for Details
INV201,Principles of Innovation,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Baumgardner,Gerald",,Distance Learning,NA,W/D 11/14/2025,0 of 20,Click for Details
PAS646,Women's Health Clinical Experience,02,9/22/2025 to 10/31/2025,4.00,No scheduled meetings,"Mix,Cheressa",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
HEO100,"Tools, Hardware & Basic Safety",02,8/20/2025 to 12/3/2025,2.00,W 11:00AM - 12:45PM,"Peck,Ryan",,On Campus,Fall Only,WD 11/14/2025,7 of 11,Click for Details
FOR210,Lumber Manufacturing,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 8:50AM...,"Bartron,Dustin",,On Campus,NA,W/D 11/14/25,0 of 8,Click for Details
BCT104,Construction Safety & Equipment,02,8/19/2025 to 12/2/2025,1.00,T 12:30PM - 1:20PM...,"Jones,Robert",,On Campus,NA,11/14/2025,1 of 18,Click for Details
HRT237,Plant Management Practices,01,8/18/2025 to 12/3/2025,3.00,M 8:00AM - 10:45AM...,"Bower,Carl",,On Campus,Fall Only,WD 11/14/2025,17 of 24,Click for Details
ENL111,English Composition I,41,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 6:15PM,"Davner,Aliza",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
MGT301,Business Law I,21,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM,"Derr,Kevin",,On Campus,NA,W/D 11/14/2025,8 of 20,Click for Details
CIM104,CNC Machining & Programming I,21,8/19/2025 to 12/4/2025,3.00,TR 1:00PM - 3:15PM,"Davies,Luke",,On Campus,NA,11/14/2025,0 of 14,Click for Details
FIT120,Introduction to Fitness Principles,90,8/18/2025 to 12/12/2025,1.00,No scheduled meetings,"Arrigonie,John",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
BCT109,Framing Principles,01,8/19/2025 to 12/4/2025,4.00,TR 8:00AM - 8:50AM...,"Graff,Garret",,On Campus,NA,11/14/2025,3 of 18,Click for Details
NUR271,Nursing Care of Children,90,8/18/2025 to 12/5/2025,3.00,No scheduled meetings,"Account,Test",,Distance Learning,NA,"11/14/25
Restricted to NL/NLD major		
Friday 2 pm to 3:45 pm synchronous online
May require identity verification fees
Requires Associated Class NUR271L		
Webcam required for exam proctoring
100% instruction via distance",2 of 18,Click for Details
PLH220,Mechanical Estimating,02,8/18/2025 to 12/3/2025,3.00,MW 2:30PM - 3:20PM...,"Watkins,Pat",,On Campus,NA,11/14/2025,-6 of 16,Click for Details
MTH005,Elementary Algebra I,01,8/18/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM...,"Buck,Jennifer",,On Campus,NA,W/D 11/14/2025,0 of 22,Click for Details
MTT128,Mill Applications,21,8/18/2025 to 12/3/2025,4.00,M 12:00PM - 12:50PM...,"Schaefer,Bryan",,On Campus,NA,11/14/2025,0 of 14,Click for Details
BCT260,Introduction to Electrical & Mechanical Systems,02,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 9:15AM,"Account,Test",,On Campus,NA,11/14/2025,2 of 18,Click for Details
NUR214,Adult Medical-Surgical Nursing II,91,8/18/2025 to 12/5/2025,5.00,No scheduled meetings,"Account,Test",,Distance Learning,NA,"11/14/25
Restricted to RN Major 
Thursday 6 pm to 8:45 pm Synchronous online
Requires Associated Class NUR214L
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance",2 of 23,Click for Details
NUR270,Childbearing Nursing,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Account,Test",,Distance Learning,NA,"11/14/25
Restricted to NL/NLD major		
Friday 8am to 9:45am synchronous online
May require identity verification fees
Requires Associated Class NUR270L		
Webcam required for exam proctoring
100% instruction via distance 
Times to be arranged",2 of 18,Click for Details
